1,2,3,4,5,6,7,8,9,10,11,12
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,2,2,1,0,0,5,2,2,0
3,1,3,0,1,3,1,1,2,3,0,6
5,2,6,0,3,2,5,6,1,5,2,3
5,3,3,5,1,3,0,0,0,0,0,0
